"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"0500000US29031","Cape Girardeau County, Missouri","977","14108","2000","10556","1595","7997","1542","5499","1284","4767","1310","312","377","1442","713","1780","728","937","465","296","274","2209","1184","764","652","441","391","443","368","355","421","206","247","530","337","0","190","124","162","202","173","158","157","46","66","187","299","0","190","0","190","0","190","187","299","0","190","50016","785","5239","1133","16115","2002","12981","1636","9634","1621","6047","1323","42323","1849","4163"
"0500000US36029","Erie County, New York","3404","157973","5176","170274","5967","116072","4724","91360","4564","50703","4055","6846","1576","12020","1971","15076","2279","9919","1744","6842","1458","6975","1544","533","378","1507","570","2038","810","1455","573","1442","660","6447","1660","392","270","1530","609","1318","630","1550","614","1657","717","2257","899","227","181","609","454","279","239","761","406","381","308","649017","305","54954","3620","173639","5181","188985","5511","129757","4932","101682","4565","582635","4299","46956"
"0500000US37045","Cleveland County, North Carolina","1682","20300","2402","19712","2437","7047","1238","4388","1023","3022","1095","749","540","414","309","1445","771","336","286","78","122","3062","1305","1012","633","1470","793","425","335","155","194","0","210","1080","587","150","196","169","266","356","326","377","350","28","48","38","81","38","81","0","210","0","210","0","210","0","210","67518","950","10818","1737","22353","2622","21938","2576","7915","1268","4494","1009","60316","1835","8869"
"0500000US41005","Clackamas County, Oregon","2577","58962","4058","87210","4933","61140","3825","33462","2861","17234","3181","1811","1791","3330","1077","5984","1338","4626","1321","1483","626","12341","2281","669","662","2361","837","3146","942","4853","1650","1312","535","7099","1885","276","323","1309","827","1720","693","1862","753","1932","688","1233","753","597","623","0","207","306","263","223","219","107","167","296089","888","20761","2798","65962","4185","98366","4966","72704","4243","38296","3117","258182","4297","17408"
"0500000US47163","Sullivan County, Tennessee","1701","34306","2967","31500","2536","16618","1782","8213","1277","7018","1606","1046","536","2318","802","2446","856","898","448","310","232","2335","1057","105","119","772","493","908","509","170","220","380","432","3038","1080","130","164","845","524","756","529","732","460","575","334","264","241","70","85","62","77","2","4","97","164","33","52","114624","662","12683","1669","38303","2956","35612","2764","18515","1983","9511","1450","101969","2246","11332"
"0500000US53027","Grays Harbor County, Washington","1198","14115","1685","16931","1763","3841","799","2322","731","4571","1624","922","679","1155","582","1897","741","505","508","92","133","5002","1625","667","441","1808","941","2066","912","448","313","13","27","1700","772","255","353","280","260","878","462","265","217","22","39","46","66","0","204","9","21","37","62","0","204","0","204","53250","801","6566","1373","17367","1758","21809","1857","5059","988","2449","749","41931","2468","4722"
"0500000US72139","Trujillo Alto Municipio, Puerto Rico","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US21227","Warren County, Kentucky","1748","18570","2459","19893","2320","13449","1613","8236","1528","5679","1477","451","342","1708","739","2056","871","1138","575","326","264","3000","1558","79","110","1389","1041","1224","864","186","202","122","186","1965","891","146","187","556","404","939","783","123","146","201","196","541","423","188","199","76","153","79","142","95","167","103","171","80661","1164","10192","1820","22299","2765","24191","2495","14991","1653","8988","1522","69476","2306","9328"
"0500000US27019","Carver County, Minnesota","534","10842","1311","18351","1959","20189","1781","10791","1634","2165","893","428","712","235","192","728","354","368","264","406","249","2851","910","0","147","436","285","660","417","1182","562","573","449","678","413","0","147","0","147","145","150","334","349","199","232","167","182","0","147","0","147","13","24","73","141","81","96","67577","716","1971","897","11513","1370","19897","1939","22146","1814","12050","1669","61716","1427","1543"
"0500000US28081","Lee County, Mississippi","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US36111","Ulster County, New York","2088","35755","3290","34535","2466","20763","2418","16496","1555","5849","1558","880","476","1485","681","1835","718","900","548","749","465","4211","1179","506","311","1155","567","1112","725","948","565","490","334","1784","697","94","143","262","226","452","269","731","482","245","222","44","72","0","201","44","72","0","201","0","201","0","201","130157","762","12200","2116","38701","3273","37934","2411","23342","2525","17980","1699","118269","2231","10720"
"0500000US39093","Lorain County, Ohio","2089","60575","3514","64751","3598","32753","2888","18642","2177","10768","1610","1077","594","3206","890","3903","880","1818","946","764","383","6757","1312","341","201","1511","693","2213","671","1882","937","810","448","1459","519","112","136","418","273","188","188","249","176","492","396","199","187","0","195","156","165","0","195","0","195","43","73","213397","970","19023","2116","65866","3089","71055","3683","36702","3133","20751","2207","194214","2238","17493"
"0500000US45085","Sumter County, South Carolina","1946","18711","2236","22523","2162","8141","1751","4927","1166","3492","1389","509","405","1032","572","1692","902","259","255","0","214","1123","655","319","359","236","232","314","310","254","325","0","214","2159","1189","0","214","708","592","921","914","404","390","126","161","321","310","55","91","0","214","98","162","90","155","78","107","70939","322","10425","1978","20687","2361","25548","2512","9148","1843","5131","1174","63844","2012","9542"
"0500000US49045","Tooele County, Utah","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US06039","Madera County, California","2659","19517","2520","26074","2425","9567","1796","4135","1125","6737","1785","1627","979","2278","1115","1980","835","852","684","0","211","4506","1480","1402","712","1190","503","1651","695","199","178","64","80","395","310","0","211","15","25","212","252","114","169","54","88","720","622","399","436","15","26","0","211","0","211","306","499","99401","615","31178","2536","23015","2644","29917","2421","10732","1755","4559","1229","87043","2418","27750"
"0500000US13051","Chatham County, Georgia","2201","42570","4015","54296","4043","30440","3313","22682","2110","17433","3770","1409","800","4105","1244","5084","1683","4536","1629","2299","1102","6784","1817","1987","1191","1986","916","1414","624","646","452","751","497","7148","1685","299","347","1620","878","2526","879","1554","627","1149","641","656","328","69","83","99","160","125","159","163","132","200","213","195896","466","17651","2844","50380","4469","63445","4107","37339","3381","27081","2482","163875","4521","13887"
"0500000US13113","Fayette County, Georgia","809","14395","1883","17962","2824","19468","2215","13331","1924","2534","912","143","131","499","373","848","517","578","367","466","298","2706","1335","356","521","461","342","1487","832","222","221","180","219","3262","1264","91","101","900","658","1572","685","385","285","314","294","457","362","84","148","157","278","113","150","103","123","0","226","76915","1157","3474","949","16412","1793","21982","2742","20756","2248","14291","1905","67956","2637","2800"
