FIPS,County Name,State,Size,Pop 2012,Pop 2013,Pop 2014,Pop 2015,GDP 2012,GDP 2013,GDP 2014,GDP 2015,GDP/capita 2012,GDP/capita 2013,GDP/capita 2014,GDP/capita 2015,% Change (2012-2015),% Change (2014-2015),Add Zero FIPS
12005,Bay,FL,Medium,171755,174626,178221,181184,7115467,7344343,7746177,7920348,41428.00501,42057.55729,43463.88473,43714.38979,5.5%,0.6%,012005
51700,Newport News (Independent City),VA,Medium,180100,181364,181653,181083,11568021,12085076,11721865,12387834,64231.099389999996,66634.37066,64528.881989999994,68409.70163,6.5%,6.0%,051700
36111,Ulster,NY,Medium,181689,180965,180763,179952,6036326,6766561,6982960,6487604,33223.398219999995,37391.54533,38630.471939999996,36051.85827,8.5%,-6.7%,036111
45013,Beaufort,SC,Medium,167502,171108,175233,179896,6850204,6978282,7179153,7468486,40896.25199,40782.90904,40969.18389,41515.57567,1.5%,1.3%,045013
06025,Imperial,CA,Medium,177241,177267,178868,179839,5696268,6060819,6588169,6901388,32138.54582,34190.34,36832.57486,38375.369080000004,19.4%,4.2%,06025
20177,Shawnee,KS,Medium,178943,178615,178487,178515,8879036,8788426,8842842,8970218,49619.35365,49203.18002,49543.339289999996,50249.099519999996,1.3%,1.4%,020177
06089,Shasta,CA,Medium,177917,178445,178983,178472,5844376,6050272,6248192,6558225,32848.890210000005,33905.52831,34909.41598,36746.52046,11.9%,5.3%,06089
12053,Hernando,FL,Medium,172754,173706,175347,177883,2633857,2749631,2904161,3031267,15246.28663,15829.222940000001,16562.36491,17040.79086,11.8%,2.9%,012053
37147,Pitt,NC,Medium,173023,174434,175079,176237,6568410,6993003,7065257,8031786,37962.6408,40089.67862,40354.67989,45573.77849,20.0%,12.9%,037147
39103,Medina,OH,Medium,173603,174589,175817,176128,5670778,5979151,6412999,6325775,32665.2074,34247.008689999995,36475.42047,35915.78284,10.0%,-1.5%,039103
47165,Sumner,TN,Medium,165783,168623,172183,175193,4563015,5013445,5252044,5623673,27524.02237,29731.67955,30502.6861,32099.872710000003,16.6%,5.2%,047165
31153,Sarpy,NE,Medium,165720,169095,171889,175190,6145125,6607857,6950648,7309010,37081.372189999995,39077.77876,40436.84005,41720.474910000004,12.5%,3.2%,031153
29019,Boone,MO,Medium,168674,170937,172787,174395,7521903,8059128,8318511,8670492,44594.32396,47146.773369999995,48143.15313,49717.54924,11.5%,3.3%,029019
41017,Deschutes,OR,Medium,161343,165270,169497,174288,5986094,6240389,6757897,7289606,37101.6654,37758.75234,39870.304489999995,41825.05967,12.7%,4.9%,041017
10001,Kent,DE,Medium,167442,169150,171664,173332,5877245,5901568,6139011,6645463,35100.183939999995,34889.55365,35761.78465,38339.50453,9.2%,7.2%,010001
28033,DeSoto,MS,Medium,166356,168314,170640,173084,4300384,4424782,4517151,5117150,25850.48931,26288.85298,26471.81786,29564.54669,14.4%,11.7%,028033
12015,Charlotte,FL,Medium,162833,164830,168336,172824,3170259,3274233,3658986,3966314,19469.388880000002,19864.30261,21736.206159999998,22950.018519999998,17.9%,5.6%,012015
17113,McLean,IL,Medium,172523,174734,173726,172718,10594254,11012654,12128818,12660613,61407.77751,63025.24981,69815.79037999999,73302.22096,19.4%,5.0%,017113
26121,Muskegon,MI,Medium,170087,172196,172171,172373,5222821,5394019,5575250,5744735,30706.76183,31324.87979,32382.0504,33327.34825,8.5%,2.9%,026121
19163,Scott,IA,Medium,168266,170071,171118,171724,8227475,8090238,8651727,8744058,48895.64737,47569.76792,50560.00538,50919.25415,4.1%,0.7%,019163
38017,Cass,ND,Medium,156793,162956,166810,170923,10798686,11298670,12045772,12388558,68872.24557,69335.71025,72212.52922000001,72480.34495,5.2%,0.4%,038017
39089,Licking,OH,Medium,167568,168401,169295,170425,4676377,4885233,5174460,5442879,27907.33911,29009.52488,30564.75383,31937.09256,14.4%,4.5%,039089
37097,Iredell,NC,Medium,162745,164624,166563,169564,6596905,6873636,7337807,7668914,40535.22382,41753.54748,44054.24374,45227.253430000004,11.6%,2.7%,037097
55139,Winnebago,WI,Medium,168545,169279,169295,169157,9119280,8864794,8944282,9135153,54105.906429999995,52367.948769999995,52832.52311,54003.990379999996,-0.2%,2.2%,055139
42007,Beaver,PA,Medium,170095,169832,169185,168526,6374575,6431798,6673544,6531236,37476.55722,37871.53187,39445.24633,38755.0645,3.4%,-1.7%,042007
55059,Kenosha,WI,Medium,167252,167323,167835,167882,4939339,5482137,5721177,6193261,29532.3165,32763.798160000002,34088.10439,36890.56004,24.9%,8.2%,055059
18127,Porter,IN,Medium,165712,166493,167192,167430,5883797,5871397,5915872,6018982,35506.16129,35265.128260000005,35383.70257,35949.24446,1.2%,1.6%,018127
24013,Carroll,MD,Medium,167030,167211,167329,167136,4990170,5205969,5245878,5361162,29875.890560000003,31134.129930000003,31350.6804,32076.64417,7.4%,2.3%,024013
42089,Monroe,PA,Medium,168775,167588,167547,166835,5391535,5284207,5362935,5374456,31945.10443,31530.93897,32008.540889999997,32214.199660000002,0.8%,0.6%,042089
12113,Santa Rosa,FL,Medium,158205,160421,162768,166365,2971653,2915756,3170088,3436526,18783.55931,18175.650319999997,19476.113240000002,20656.54435,10.0%,6.1%,012113
45003,Aiken,SC,Medium,162938,163708,164176,165550,5941208,5945328,6076251,6152269,36462.9982,36316.66137,37010.59229,37162.60344,1.9%,0.4%,045003
15901,Maui + Kalawao,HI,Medium,158782,161095,163509,164477,5885974,6061699,6347993,6729748,37069.52929,37628.10143,38823.50819,40916.04297,10.4%,5.4%,015901
21117,Kenton,KY,Medium,161320,162660,163195,164084,6583176,6558903,6806102,6623712,40808.18249,40322.77757,41705.33411,40367.811610000004,-1.1%,-3.2%,021117
39057,Greene,OH,Medium,164306,163722,164496,164047,7953656,7988898,8423870,8906707,48407.58098,48795.50702,51210.1814,54293.62926,12.2%,6.0%,039057
44003,Kent,RI,Medium,164608,164356,164513,163740,9772967,8901974,9046681,9337036,59371.1545,54162.756460000004,54990.67551,57023.54953,-4.0%,3.7%,044003
09007,Middlesex,CT,Medium,165519,165293,164717,163698,7915203,7709400,7915357,8458265,47820.51003,46640.81359,48054.28098,51669.93488,8.0%,7.5%,09007
37057,Davidson,NC,Medium,163112,163398,163530,163690,3438994,3594807,3901432,4265746,21083.63578,22000.31212,23857.59188,26059.905919999997,23.6%,9.2%,037057
20209,Wyandotte,KS,Medium,159471,160940,162106,163384,11702529,10787920,12615125,13436962,73383.43022000001,67030.69467000001,77820.22257,82241.6026,12.1%,5.7%,020209
48139,Ellis,TX,Medium,153712,155987,159185,163285,4382130,4619128,4806961,5049308,28508.704589999998,29612.262560000003,30197.32387,30923.28138,8.5%,2.4%,048139
08101,Pueblo,CO,Medium,160735,161070,161419,163043,4956921,4849881,5032542,5277389,30839.089180000003,30110.392999999996,31176.88748,32368.080810000003,5.0%,3.8%,08101
39133,Portage,OH,Medium,161350,161484,162216,162260,4945496,5091756,5175929,5569388,30650.73443,31531.02475,31907.6355,34323.85061,12.0%,7.6%,039133
48329,Midland,TX,Medium,147270,152319,156564,162012,24144006,29197769,32072013,22959117,163943.8175,191688.2923,204849.2182,141712.4472,-13.6%,-30.8%,048329
55105,Rock,WI,Medium,160092,160373,160970,161059,5864625,6124955,6216568,6620569,36632.84237,38191.9338,38619.41977,41106.48272,12.2%,6.4%,055105
50007,Chittenden,VT,Medium,158493,159568,160455,161010,10852741,10602689,10951064,11521376,68474.57616,66446.21102,68250.06388,71556.89709,4.5%,4.8%,050007
25015,Hampshire,MA,Medium,160327,160762,160867,160864,5618171,5737958,5895008,6141384,35041.95176,35692.25314,36645.22867,38177.49155,8.9%,4.2%,025015
42027,Centre,PA,Medium,155909,158298,159637,160553,7248047,7902822,8459955,8401967,46488.9583,49923.70087,52994.95105,52331.42327,12.6%,-1.3%,042027
36083,Rensselaer,NY,Medium,159564,159752,159938,159850,5069113,5166142,5503878,5788645,31768.52548,32338.512189999998,34412.57237,36212.98092,14.0%,5.2%,036083
48135,Ector,TX,Medium,144455,149651,154566,159835,9770169,10576141,11571238,10560390,67634.689,70672.03693999999,74862.76413,66070.57278,-2.3%,-11.7%,048135
26147,St. Clair,MI,Medium,160544,160187,160018,159742,4080768,4218531,4293498,4483217,25418.37752,26335.03967,26831.343969999998,28065.36165,10.4%,4.6%,026147
48251,Johnson,TX,Medium,153374,154508,156749,159390,3920358,4099823,4387864,4510194,25560.77301,26534.69723,27992.93137,28296.59326,10.7%,1.1%,048251
26075,Jackson,MI,Medium,159908,159558,159343,159191,4805119,4964623,4948573,5247821,30049.272080000002,31114.84852,31056.10538,32965.56338,9.7%,6.1%,026075
51951,Spotsylvania + Fredericksburg,VA,Medium,153019,155278,157107,158017,3957508,4220180,4290593,4656328,25862.85363,27178.222289999998,27310.00528,29467.25985,13.9%,7.9%,051951
18063,Hendricks,IN,Medium,150557,153405,155717,157709,4738470,5063765,5713740,6066551,31472.930519999998,33009.126169999996,36693.10351,38466.739369999996,22.2%,4.8%,018063
37001,Alamance,NC,Medium,153471,154417,155698,157389,5003218,4843268,5031374,5133755,32600.41311,31364.862680000002,32314.95588,32618.25795,0.1%,0.9%,037001
22073,Ouachita,LA,Medium,155244,156061,156382,156911,6426639,6614330,7152519,7913718,41397.020169999996,42382.97845,45737.48257,50434.43736,21.8%,10.3%,022073
01081,Lee,AL,Medium,148318,151445,154211,156740,4668575,5331799,5668407,6460162,31476.793110000002,35206.17386,36757.47515,41215.7841,30.9%,12.1%,01081
30111,Yellowstone,MT,Medium,151606,153613,155096,156324,8530731,8728532,9307184,9640607,56269.085660000004,56821.57109,60009.181410000005,61670.67757000001,9.6%,2.8%,030111
47163,Sullivan,TN,Medium,156385,156270,156513,156318,7008186,7245938,7130917,7743122,44813.671389999996,46368.06809,45561.18022,49534.42342,10.5%,8.7%,047163
37035,Catawba,NC,Medium,154815,155140,155342,155805,7120955,7272364,7499832,7894292,45996.54426,46876.13768,48279.48655,50667.77061,10.2%,4.9%,037035
24017,Charles,MD,Medium,150689,152722,154462,155793,4547055,4674680,5077675,5097204,30175.09573,30609.08055,32873.2957,32717.798619999998,8.4%,-0.5%,024017
12085,Martin,FL,Medium,149028,151219,153246,155721,5445684,5630572,5986745,6533103,36541.34793,37234.55386,39066.2399,41953.89832,14.8%,7.4%,012085
27145,Stearns,MN,Medium,151881,152612,153858,155636,6977613,7271227,7168898,7346014,45941.3159,47645.18518,46594.24924,47199.966589999996,2.7%,1.3%,027145
34011,Cumberland,NJ,Medium,157268,156571,156475,155261,5386711,5488982,5561719,5797827,34251.79312,35057.46275,35543.8185,37342.455610000005,9.0%,5.1%,034011
36093,Schenectady,NY,Medium,155168,155228,155340,155089,7044969,7243225,7458987,7816128,45402.202769999996,46661.8458,48017.168789999996,50397.69423,11.0%,5.0%,036093
26021,Berrien,MI,Medium,156421,155847,155677,154802,6429589,6621073,6918258,7026279,41104.38496,42484.443080000005,44439.82091,45388.81281,10.4%,2.1%,026021
49053,Washington,UT,Medium,144216,147077,151179,154731,3733408,4035242,4262042,4764406,25887.613019999997,27436.25448,28192.024019999997,30791.54145,18.9%,9.2%,049053
06039,Madera,CA,Medium,151900,151819,154103,154423,4438122,4727445,5138918,5382609,29217.39302,31138.691469999998,33347.29369,34856.264930000005,19.3%,4.5%,06039
51510,Alexandria (Independent City),VA,Medium,147528,150268,151828,154132,15422673,15592150,15620523,16264210,104540.6499,103762.2781,102883.0189,105521.3064,0.9%,2.6%,051510
13021,Bibb,GA,Medium,156665,155071,154422,154057,7167185,7432348,7761612,7847315,45748.47605,47928.67783,50262.34604,50937.73733,11.3%,1.3%,013021
45035,Dorchester,SC,Medium,143092,146031,149246,153374,2579776,2572018,2529046,2687852,18028.79266,17612.82194,16945.48598,17524.82168,-2.8%,3.4%,045035
42055,Franklin,PA,Medium,151477,151855,152459,152903,4500786,4862624,5004084,5164154,29712.66925,32021.494189999998,32822.48998,33774.05283,13.7%,2.9%,042055
23019,Penobscot,ME,Medium,153372,153075,152941,151934,5662307,5628646,5826156,6067169,36918.77918,36770.51119,38094.14088,39932.92482,8.2%,4.8%,023019
13223,Paulding,GA,Medium,144756,146789,148617,151771,1570289,1656134,1745249,1911268,10847.8336,11282.41217,11743.26625,12593.10408,16.1%,7.2%,013223
09013,Tolland,CT,Medium,151973,151908,151748,151717,4098185,4065421,4144147,4293469,26966.53353,26762.38908,27309.401110000003,28299.19521,4.9%,3.6%,09013
51901,Albemarle + Charlottesville,VA,Medium,146077,147430,149410,151694,8114874,8273812,8650322,9064041,55552.030779999994,56120.27402999999,57896.53972000001,59752.13917,7.6%,3.2%,051901
27109,Olmsted,MN,Medium,146931,148918,150058,151334,8760861,9331939,9664691,10537855,59625.68144,62664.94984,64406.36954,69633.09633,16.8%,8.1%,027109
39045,Fairfield,OH,Medium,147272,148712,150309,151197,3338359,3572234,3714380,3901590,22667.98169,24021.154980000003,24711.62738,25804.678659999998,13.8%,4.4%,039045
48187,Guadalupe,TX,Medium,139586,142840,146765,150585,3509266,4962585,6541589,8433994,25140.52985,34742.26407,44571.85978,56008.19471,122.8%,25.7%,048187
06031,Kings,CA,Medium,151265,150675,149862,150482,5078462,5273069,5677949,5779848,33573.27868,34996.30994,37887.85016,38408.8994,14.4%,1.4%,06031
13153,Houston,GA,Medium,146061,147751,148926,149685,5463883,5436741,5629937,5770240,37408.2267,36796.64435,37803.58702,38549.220030000004,3.1%,2.0%,013153
16055,Kootenai,ID,Medium,142071,143887,146556,149414,4622034,4834003,4974540,5392518,32533.26858,33595.828669999995,33942.92967,36091.11596,10.9%,6.3%,016055
28121,Rankin,MS,Medium,145784,147291,148406,149374,6001408,6170844,6454687,6830267,41166.43802,41895.59444,43493.43692,45725.94294,11.1%,5.1%,028121
26115,Monroe,MI,Medium,150737,150057,149796,149369,5470277,5754506,5913546,5916419,36290.20745,38348.80079,39477.32917,39609.41695,9.1%,0.3%,026115
24043,Washington,MD,Medium,149057,149045,149097,149198,5732937,6166574,6977436,7803358,38461.37384,41373.907210000005,46797.96374,52302.02818,36.0%,11.8%,024043
18081,Johnson,IN,Medium,143442,145403,147017,148935,3942772,3966627,4178789,4511742,27486.87274,27280.22806,28423.848939999996,30293.36288,10.2%,6.6%,018081
08077,Mesa,CO,Medium,147406,147250,147215,148116,5585262,5429358,5791503,5866326,37890.33011,36871.70119,39340.44085,39606.29507,4.5%,0.7%,08077
33013,Merrimack,NH,Medium,146762,147058,147542,147843,8149879,8621007,9046223,8881340,55531.2615,58623.17589,61312.866839999995,60072.779910000005,8.2%,-2.0%,033013
12061,Indian River,FL,Medium,140499,141942,144571,147629,4039198,4226803,4550405,5001702,28748.94483,29778.38131,31475.226710000003,33880.21324,17.8%,7.6%,012061
35049,Santa Fe,NM,Medium,146169,146616,146983,147276,6443372,6808384,6754574,7025824,44081.6589,46436.84182,45954.79749,47705.15223,8.2%,3.8%,035049
17161,Rock Island,IL,Medium,147589,147530,146965,146249,9959074,9970432,10653410,10905569,67478.42996000001,67582.40358,72489.43626,74568.50302999999,10.5%,2.9%,017161
19103,Johnson,IA,Medium,136783,139653,142100,144527,7620367,8250795,8839787,9174122,55711.360329999996,59080.6857,62208.21253,63476.87282999999,13.9%,2.0%,019103
18105,Monroe,IN,Medium,141274,141873,143405,144225,5359149,5583847,5986528,6196192,37934.43238,39358.066719999995,41745.60162,42961.98301,13.3%,2.9%,018105
13073,Columbia,GA,Medium,132680,136293,139285,144007,2609516,2625153,2842066,3077847,19667.74194,19261.09925,20404.68105,21372.898540000002,8.7%,4.7%,013073
42107,Schuylkill,PA,Medium,147023,146490,145157,143885,3946247,4206073,4328597,4373621,26841.01807,28712.355789999998,29820.10513,30396.64315,13.2%,1.9%,042107
34037,Sussex,NJ,Medium,147045,145768,144811,143302,3715729,3808954,3881603,3921429,25269.33252,26130.248069999998,26804.61429,27364.78905,8.3%,2.1%,034037
37151,Randolph,NC,Medium,142325,142376,142585,142685,3453329,3425831,3449061,3676694,24263.685230000003,24061.857340000002,24189.508009999998,25767.908330000002,6.2%,6.5%,037151
37135,Orange,NC,Medium,137946,139430,140399,141563,6680205,6836348,6963691,7442418,48426.232,49030.68206,49599.29202,52573.1865,8.6%,6.0%,037135
06055,Napa,CA,Medium,138876,139978,140918,141507,7595001,7722461,8271057,8923047,54689.08235,55169.10515,58694.11289,63057.28339,15.3%,7.4%,06055
27139,Scott,MN,Medium,135166,137344,139252,141453,4245479,4392985,4620461,4866121,31409.3707,31985.27056,33180.57191,34400.974180000005,9.5%,3.7%,027139
28059,Jackson,MS,Medium,139890,140260,141374,141236,6948748,5583461,6454967,6354122,49672.94303,39807.935260000006,45658.79865,44989.393639999995,-9.4%,-1.5%,028059
51179,Stafford,VA,Medium,133376,135978,138802,140891,4619054,4775024,4779228,4972666,34631.82282,35116.151139999994,34431.98225,35294.419089999996,1.9%,2.5%,051179
13097,Douglas,GA,Medium,133703,136164,138229,140466,2877646,3027748,3164261,3408785,21522.67339,22236.03889,22891.44101,24267.68755,12.8%,6.0%,013097
12017,Citrus,FL,Medium,139198,138865,138920,140443,2984126,3152277,3329962,3335110,21437.9948,22700.29885,23970.35704,23747.07177,10.8%,-0.9%,012017
45041,Florence,SC,Medium,137996,138162,138792,138719,5505786,5710338,6087517,6505334,39898.15647,41330.74217,43860.719639999996,46895.7677,17.5%,6.9%,045041
04005,Coconino,AZ,Medium,136002,136448,137209,138682,5948938,6254760,6545127,6726556,43741.54792,45839.88039,47701.87816,48503.45394,10.9%,1.7%,04005
37159,Rowan,NC,Medium,137580,137782,138168,138576,4116043,4110220,4206043,4463812,29917.451660000002,29831.32775,30441.51323,32212.013619999998,7.7%,5.8%,037159
35043,Sandoval,NM,Medium,135246,136151,136867,138327,3300470,2830720,2948466,3058914,24403.4574,20791.033480000002,21542.56322,22113.64376,-9.4%,2.7%,035043
13077,Coweta,GA,Medium,130644,132996,135266,138227,2686270,2799979,2943389,3069482,20561.75561,21053.10686,21760.00621,22206.09577,8.0%,2.1%,013077
22063,Livingston,LA,Medium,131843,134029,135579,137564,2106803,2192279,2156786,2380600,15979.634869999998,16356.75115,15907.9651,17305.39967,8.3%,8.8%,022063
42075,Lebanon,PA,Medium,135468,135720,136510,137540,4366798,4508277,4808049,4908836,32234.90418,33217.48453,35221.22189,35690.24284,10.7%,1.3%,042075
51650,Hampton (Independent City),VA,Medium,137099,137301,137675,136296,6326584,6535401,6727840,6781611,46146.0988,47599.077939999996,48867.55039,49756.49322,7.8%,1.8%,051650
48441,Taylor,TX,Medium,134095,133893,134794,135915,5748366,6032343,6463653,6030728,42867.86234,45053.4606,47952.08244,44371.32031,3.5%,-7.5%,048441
42021,Cambria,PA,Medium,141518,138749,137386,135854,4105736,4134885,4261052,4288812,29012.111530000002,29801.18776,31015.1835,31569.2729,8.8%,1.8%,042021
39023,Clark,OH,Medium,137115,136567,136233,135624,4000916,4172881,4382777,4528470,29179.272869999997,30555.558810000002,32171.184660000003,33389.88675,14.4%,3.8%,039023
55073,Marathon,WI,Medium,134397,134928,135215,135394,7071650,7424892,7715657,8101285,52617.61795,55028.54856,57062.13808,59834.88929,13.7%,4.9%,055073
06023,Humboldt,CA,Medium,134596,134444,134584,135219,3846207,4023038,4175537,4364047,28575.938360000004,29923.522060000003,31025.50823,32273.91861,12.9%,4.0%,06023
37155,Robeson,NC,Medium,135684,135217,135035,134562,2626294,2648942,2889229,2994033,19355.959440000002,19590.30299,21396.14915,22250.2118,15.0%,4.0%,037155
51911,Campbell + Lynchburg,VA,Medium,132120,133085,133388,134404,5682726,5727153,5838281,6011226,43011.85286,43033.79795,43769.16214,44725.05283,4.0%,2.2%,051911
17179,Tazewell,IL,Medium,136112,136250,135341,134393,12567306,11429134,12551088,11362935,92330.62478,83883.55228999999,92736.776,84550.05097000001,-8.4%,-8.8%,017179
26025,Calhoun,MI,Medium,134605,134572,134602,134154,5325218,5665356,5812856,6080252,39561.8142,42099.069639999994,43185.50987,45322.92738,14.6%,4.9%,026025
55131,Washington,WI,Medium,132742,132917,133570,133874,4892324,4939162,5187960,5522100,36855.88585,37159.74631,38840.75766,41248.48738,11.9%,6.2%,055131
19013,Black Hawk,IA,Medium,131794,132781,133123,133435,8159572,7413600,8512070,8306756,61911.55895,55833.2894,63941.39255,62253.201929999996,0.6%,-2.6%,019013
42051,Fayette,PA,Medium,135254,134586,134027,133290,3326392,3444928,3570345,3596055,24593.66821,25596.48106,26638.99811,26979.18073,9.7%,1.3%,042051
40017,Canadian,OK,Medium,122495,125938,129327,133118,3195429,3388866,3734380,3837698,26086.19944,26909.002839999997,28875.48617,28829.29431,10.5%,-0.2%,040017
22079,Rapides,LA,Medium,132057,132359,132302,131993,5102509,5241841,5232462,5204707,38638.68632,39603.20794,39549.37945,39431.68956,2.1%,-0.3%,022079
51947,Rockingham + Harrisonburg,VA,Medium,128481,129052,130532,131319,4895259,5047145,4980478,5065643,38101.03439,39109.39001,38155.2263,38575.095760000004,1.2%,1.1%,051947
27171,Wright,MN,Medium,127257,128208,129802,130968,3351973,3418581,3580106,3756340,26340.18561,26664.33452,27581.28534,28681.35728,8.9%,4.0%,027171
48485,Wichita,TX,Medium,131652,132134,132573,130871,6330074,6850957,6477063,5704974,48081.86735,51848.55525,48856.57713,43592.34666,-9.3%,-10.8%,048485
36013,Chautauqua,NY,Medium,133333,132896,131892,130756,4239339,4409754,4437409,4522136,31795.121989999996,33181.991930000004,33644.26197,34584.53914,8.8%,2.8%,036013
48381,Randall,TX,Medium,124986,126746,128708,130406,2811090,3077379,3195611,3323250,22491.239019999997,24279.89049,24828.378969999998,25483.87344,13.3%,2.6%,048381
