year,FIPS,Name of Area,State/U.S.-Abbreviation (USPS),Area Total:,% Area Total: Area (Land),% Area Total: Area (Water),Total Population,Population Density (Per Sq. Mile),% Total Population: Male,% Total Population: Female,% Total Population: Under 18 Years,% Total Population: 18 to 34 Years,% Total Population: 35 to 64 Years,% Total Population: 65 and Over,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,% Population 15 Years and Over: Never Married,% Population 15 Years and Over: Now Married (Not Including Separated),% Population 15 Years and Over: Separated,% Population 15 Years and Over: Widowed,% Population 15 Years and Over: Divorced,Households:,% Households: Family Households,% Households: Family Households: Married-Couple Family,% Households: Family Households: Other Family,"% Households: Family Households: Other Family: Male Householder, No Wife Present","% Households: Family Households: Other Family: Female Householder, No Husband Present",% Households: Nonfamily Households,% Households: Nonfamily Households: Male Householder,% Households: Nonfamily Households: Female Householder,Occupied Housing Units,% Occupied Housing Units: 1-Person Household,% Occupied Housing Units: 2-Person Household,% Occupied Housing Units: 3-Person Household,% Occupied Housing Units: 4-Person Household,% Occupied Housing Units: 5-Person Household,% Occupied Housing Units: 6-Person Household,% Occupied Housing Units: 7-or-More Person Household,% Households: Unmarried-Partner Households,% Households: Unmarried-Partner Households: Same Sex Partners,% Households: Unmarried-Partner Households: Same Sex Partners: Male Householder and Male Partner,% Households: Unmarried-Partner Households: Same Sex Partners: Female Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners,% Households: Unmarried-Partner Households: Opposite Sex Partners: Male Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners: Female Householder and Male Partner,% Households: All Other Households,Average Household Size,Gini Index,% Civilian Population 18 Years and Over: Veteran,% Civilian Population 18 Years and Over: Veteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Veteran: 65 Years and Over,% Civilian Population 18 Years and Over: Nonveteran,% Civilian Population 18 Years and Over: Nonveteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Nonveteran: 65 Years and Over
2018,42001,Adams County,pa,521.7338,99.43,0.57,102023,196.6667,49.23,50.77,20.43,20.24,40.12,19.21,92.58,1.45,0.07,0.69,0.0,2.93,2.29,26.53,55.83,1.64,6.3,9.7,39221,70.89,57.29,13.6,4.06,9.54,29.11,14.64,14.47,39221,24.95,38.25,16.1,11.89,5.92,1.95,0.94,6.07,0.3,0.06,0.24,5.77,3.13,2.65,93.93,2.5,0.3982,9.5,4.12,5.38,90.5,71.72,18.78
2018,42003,Allegheny County,pa,744.5213,98.07,1.93,1225561,1678.5810000000001,48.27,51.73,18.88,24.22,38.79,18.11,80.11,12.88,0.11,3.65,0.03,0.46,2.75,35.73,45.86,1.69,7.17,9.56,537960,56.54,41.98,14.55,3.66,10.89,43.46,19.4,24.06,537960,36.23,33.88,14.29,10.16,3.7,1.19,0.54,5.99,0.33,0.17,0.16,5.66,2.71,2.95,94.01,2.21,0.4869,7.64,3.13,4.51,92.36,74.53,17.83
2018,42005,Armstrong County,pa,663.8424,98.39,1.61,66331,101.5511,49.76,50.24,19.41,17.68,41.87,21.04,97.65,0.89,0.03,0.29,0.0,0.08,1.06,24.35,55.73,2.07,8.15,9.71,27990,67.85,53.62,14.23,4.73,9.5,32.15,15.25,16.91,27990,27.75,37.77,16.02,11.87,4.49,1.51,0.58,5.34,0.18,0.08,0.1,5.16,2.85,2.31,94.66,2.34,0.4155,10.12,4.08,6.04,89.88,69.81,20.07
2018,42007,Beaver County,pa,444.0434,97.9,2.1,166896,383.9213,48.5,51.5,19.53,19.17,40.84,20.46,90.4,5.9,0.11,0.51,0.05,0.43,2.6,28.38,50.98,2.18,7.8,10.66,70817,64.37,48.54,15.83,4.48,11.35,35.63,16.25,19.38,70817,30.37,36.57,15.35,11.42,4.25,1.32,0.72,6.06,0.22,0.05,0.17,5.84,2.9,2.94,93.94,2.32,0.4248,9.4,3.85,5.55,90.6,70.71,19.89
2018,42009,Bedford County,pa,1016.905,99.55,0.45,48611,48.02024,49.78,50.22,20.01,17.2,40.94,21.84,97.59,0.54,0.11,0.38,0.0,0.24,1.14,23.43,55.66,1.92,8.68,10.32,19674,67.28,54.84,12.44,4.89,7.55,32.72,16.21,16.51,19674,28.29,37.7,14.91,10.46,5.43,2.21,0.99,6.34,0.09,0.05,0.05,6.25,3.79,2.46,93.66,2.45,0.4192,9.26,3.82,5.44,90.74,68.87,21.87
2018,42011,Berks County,pa,865.7539,98.92,1.08,416642,486.5211,49.17,50.83,22.61,21.89,38.92,16.58,82.65,5.22,0.72,1.41,0.01,4.4,5.6,31.98,49.25,2.49,6.44,9.84,154467,69.04,51.08,17.97,5.07,12.89,30.96,14.6,16.36,154467,25.22,34.88,17.0,13.06,6.18,2.16,1.51,7.41,0.4,0.1,0.29,7.01,3.44,3.57,92.59,2.61,0.4393,7.34,3.12,4.22,92.66,75.44,17.22
2018,42013,Blair County,pa,527.0684,99.76,0.24,123842,235.53,48.95,51.05,20.51,20.01,39.68,19.8,95.51,1.62,0.03,0.7,0.04,0.37,1.72,29.03,50.25,2.33,8.17,10.22,51625,64.0,47.76,16.23,4.42,11.81,36.0,16.39,19.61,51625,30.28,36.39,13.74,11.33,5.57,1.98,0.71,7.51,0.13,0.07,0.06,7.38,3.68,3.7,92.49,2.34,0.4448,9.96,4.75,5.21,90.04,70.34,19.7
2018,42015,Bradford County,pa,1161.019,98.83,1.17,61304,53.42781,49.27,50.73,22.12,18.19,39.42,20.26,96.92,0.44,0.06,0.68,0.01,0.38,1.5,25.77,54.03,1.86,7.55,10.79,24812,67.25,51.62,15.62,5.61,10.01,32.75,15.45,17.31,24812,27.26,39.07,14.12,10.43,5.23,2.27,1.62,8.32,0.34,0.25,0.09,7.98,3.94,4.03,91.68,2.44,0.431,11.6,5.44,6.16,88.4,68.53,19.86
2018,42017,Bucks County,pa,621.8553,97.2,2.8,626370,1036.302,49.07,50.93,20.85,19.06,42.48,17.61,88.02,4.0,0.16,4.7,0.02,1.17,1.93,28.25,55.53,1.59,6.14,8.49,237383,70.81,57.58,13.23,4.04,9.19,29.19,13.13,16.07,237383,24.29,34.86,16.96,14.9,6.02,2.02,0.95,5.38,0.3,0.15,0.15,5.08,2.55,2.53,94.62,2.6,0.44799999999999995,6.93,2.63,4.31,93.07,75.11,17.95
2018,42019,Butler County,pa,794.7525,99.23,0.77,186566,236.5803,49.47,50.53,20.47,19.88,41.93,17.71,95.91,0.94,0.04,1.26,0.02,0.21,1.6,26.89,55.99,1.55,6.36,9.21,76240,67.59,55.41,12.18,4.51,7.67,32.41,14.93,17.48,76240,26.52,37.26,15.22,13.66,4.77,1.84,0.73,5.69,0.2,0.04,0.17,5.49,3.17,2.31,94.31,2.37,0.4388,9.39,4.4,4.99,90.61,73.32,17.29
2018,42021,Cambria County,pa,693.6328,99.24,0.76,134550,195.4642,49.19,50.81,19.37,19.51,39.73,21.39,93.64,3.33,0.05,0.48,0.03,0.36,2.11,30.44,49.22,1.87,8.63,9.84,56793,63.05,47.07,15.98,4.84,11.14,36.95,16.5,20.45,56793,32.19,36.03,14.4,10.4,4.81,1.55,0.61,6.43,0.26,0.17,0.09,6.17,3.05,3.11,93.57,2.24,0.4412,10.2,4.39,5.8,89.8,69.05,20.75
2018,42023,Cameron County,pa,398.4164,99.45,0.55,4686,11.82644,50.55,49.45,16.62,15.43,41.78,26.16,96.61,0.11,0.43,0.81,0.0,0.15,1.9,26.85,45.55,1.49,9.93,16.19,2232,55.06,41.4,13.66,6.23,7.44,44.94,22.89,22.04,2232,39.56,36.11,12.01,6.45,4.08,1.79,0.0,9.14,0.22,0.0,0.22,8.92,5.56,3.36,90.86,2.06,0.4243,12.03,4.66,7.37,87.97,63.96,24.01
2018,42025,Carbon County,pa,387.3869,98.47,1.53,63931,167.5954,49.71,50.29,19.58,17.65,42.63,20.15,96.18,1.98,0.04,0.51,0.01,0.18,1.1,27.14,50.79,2.26,7.62,12.2,25739,65.48,50.19,15.29,5.08,10.21,34.52,17.87,16.65,25739,26.29,39.57,14.47,11.81,4.87,1.81,1.17,9.09,0.28,0.13,0.14,8.82,5.27,3.55,90.91,2.45,0.4019,10.65,5.02,5.63,89.35,69.91,19.44
2018,42027,Centre County,pa,1113.0230000000001,99.72,0.28,161443,145.4622,52.63,47.37,15.17,38.52,33.04,13.27,87.51,3.96,0.1,6.35,0.03,0.58,1.48,46.68,41.31,0.87,4.15,6.98,57908,56.52,47.59,8.93,3.2,5.72,43.48,22.74,20.74,57908,29.95,36.55,15.0,11.99,4.5,1.18,0.83,5.1,0.23,0.1,0.13,4.87,2.47,2.39,94.9,2.47,0.4696,6.08,3.26,2.82,93.92,81.09,12.83
2018,42029,Chester County,pa,759.2346,98.85,1.15,517156,689.0596,49.26,50.74,23.12,20.55,40.9,15.44,85.34,5.94,0.11,5.18,0.02,1.28,2.14,29.52,55.81,1.42,5.13,8.12,189592,70.72,58.44,12.28,3.58,8.7,29.28,13.21,16.08,189592,23.12,35.12,16.46,15.77,6.33,2.08,1.12,5.16,0.26,0.14,0.12,4.9,2.35,2.56,94.84,2.65,0.4572,6.55,2.73,3.81,93.45,77.17,16.28
2018,42031,Clarion County,pa,609.8439,98.52,1.48,38827,64.62159,48.84,51.16,18.82,24.68,37.8,18.7,96.55,1.1,0.21,0.53,0.06,0.17,1.38,30.92,50.93,1.68,6.96,9.51,15824,63.33,50.82,12.51,4.32,8.19,36.67,18.17,18.5,15824,29.12,38.81,13.18,12.25,4.1,1.27,1.27,7.92,0.34,0.18,0.16,7.58,4.26,3.32,92.08,2.37,0.433,8.89,3.97,4.92,91.11,72.99,18.12
2018,42033,Clearfield County,pa,1153.923,99.2,0.8,80216,70.07706,52.24,47.76,18.47,19.3,42.56,19.67,94.97,2.8,0.23,0.49,0.0,0.2,1.3,27.47,50.35,2.04,8.14,12.0,31349,65.99,51.84,14.15,4.95,9.2,34.01,15.27,18.75,31349,29.36,38.11,15.2,10.31,4.82,1.45,0.75,6.59,0.38,0.19,0.19,6.2,3.02,3.18,93.41,2.38,0.4284,9.35,4.41,4.94,90.65,71.46,19.19
2018,42035,Clinton County,pa,896.9335,99.0,1.0,39074,44.003040000000006,49.34,50.66,20.39,25.81,35.79,18.0,96.21,1.63,0.2,0.76,0.03,0.18,0.98,33.06,49.2,1.42,6.67,9.65,14744,64.51,51.61,12.91,4.95,7.96,35.49,15.1,20.38,14744,27.31,38.69,14.91,11.01,5.33,1.87,0.89,8.18,0.47,0.05,0.42,7.71,3.47,4.24,91.82,2.53,0.4125,9.28,4.33,4.94,90.72,73.04,17.68
2018,42037,Columbia County,pa,490.1594,98.56,1.44,66220,137.0712,48.19,51.81,17.76,26.18,37.66,18.4,94.89,1.84,0.12,1.12,0.04,0.92,1.06,33.93,46.43,1.8,6.87,10.97,26582,61.91,47.23,14.69,4.1,10.59,38.09,18.74,19.34,26582,29.36,36.98,15.15,12.34,4.19,1.45,0.54,7.16,0.23,0.17,0.06,6.92,3.91,3.01,92.84,2.32,0.4498,7.85,3.48,4.36,92.15,74.14,18.01
2018,42039,Crawford County,pa,1037.514,97.57,2.43,86164,85.1169,48.97,51.03,21.13,20.23,39.24,19.4,95.57,1.81,0.04,0.47,0.04,0.3,1.77,28.11,51.34,1.88,7.07,11.6,35012,65.89,50.18,15.72,5.22,10.5,34.11,16.9,17.2,35012,27.8,38.94,14.69,11.0,4.05,1.64,1.88,8.01,0.32,0.11,0.21,7.69,3.86,3.83,91.99,2.36,0.4328,9.3,3.85,5.45,90.7,71.54,19.16
2018,42041,Cumberland County,pa,550.3331,99.12,0.88,247433,453.5899,49.44,50.56,20.28,22.88,39.06,17.78,88.24,3.8,0.13,4.07,0.02,1.21,2.53,29.63,52.05,2.03,6.26,10.03,98877,64.18,51.87,12.3,3.47,8.83,35.82,15.89,19.93,98877,29.34,37.25,15.07,11.61,4.54,1.32,0.88,6.69,0.44,0.27,0.17,6.25,3.31,2.93,93.31,2.37,0.4227,9.45,4.75,4.7,90.55,72.89,17.67
2018,42043,Dauphin County,pa,558.1759999999999,94.04,5.96,274515,522.9787,48.4,51.6,22.5,21.96,39.42,16.12,71.03,19.19,0.24,4.16,0.03,2.26,3.07,33.1,47.35,2.2,6.37,10.98,111684,62.81,44.13,18.68,4.78,13.89,37.19,16.67,20.52,111684,30.72,34.56,15.65,11.77,4.46,1.63,1.2,6.39,0.38,0.21,0.17,6.01,2.99,3.02,93.61,2.39,0.4489,8.25,4.26,3.99,91.75,74.92,16.83
2018,42045,Delaware County,pa,190.6034,96.44,3.56,563527,3065.6679999999997,48.1,51.9,22.17,23.03,39.11,15.69,69.43,21.43,0.17,5.54,0.04,0.96,2.43,36.79,46.03,2.02,6.71,8.44,206405,67.24,48.0,19.23,4.88,14.35,32.76,13.96,18.8,206405,28.36,30.83,17.06,14.54,6.13,1.94,1.13,5.13,0.3,0.15,0.14,4.83,2.29,2.54,94.87,2.62,0.48200000000000004,6.28,2.65,3.63,93.72,77.19,16.53
2018,42047,Elk County,pa,832.3107,99.41,0.59,30608,36.99472,50.39,49.61,19.63,17.16,42.13,21.08,98.01,0.55,0.25,0.52,0.0,0.08,0.58,25.56,54.24,1.85,7.73,10.62,13727,63.52,49.08,14.44,6.67,7.77,36.48,18.59,17.89,13727,31.99,36.41,16.45,9.59,4.19,0.97,0.41,6.39,0.13,0.0,0.13,6.26,3.26,3.0,93.61,2.2,0.4081,10.16,3.85,6.32,89.84,69.93,19.91
2018,42049,Erie County,pa,1558.231,51.28,48.72,275972,345.3604,49.37,50.63,21.68,23.27,38.26,16.79,86.77,7.27,0.24,1.66,0.02,1.07,2.96,34.54,45.58,2.52,7.02,10.34,110050,62.79,44.88,17.91,4.93,12.97,37.21,18.02,19.2,110050,30.2,34.48,14.91,12.32,5.29,1.92,0.89,6.94,0.22,0.12,0.1,6.72,3.34,3.38,93.06,2.39,0.4578,9.23,4.26,4.97,90.77,74.28,16.49
2018,42051,Fayette County,pa,798.3095,99.0,1.0,132289,167.3827,49.38,50.62,19.32,19.29,41.27,20.12,92.57,3.92,0.04,0.33,0.26,0.32,2.56,29.9,48.28,2.3,8.47,11.05,54511,63.77,46.31,17.45,5.02,12.43,36.23,16.47,19.76,54511,30.94,36.26,14.43,11.21,4.8,1.55,0.8,6.66,0.19,0.13,0.06,6.48,3.58,2.9,93.34,2.34,0.4653,9.19,3.68,5.51,90.81,71.38,19.43
2018,42053,Forest County,pa,430.4964,99.25,0.75,7351,17.20458,79.0,21.0,10.18,29.83,37.87,22.12,64.66,30.0,0.31,0.31,0.0,1.84,2.88,48.34,32.29,1.62,6.41,11.34,1631,58.31,51.75,6.56,1.96,4.6,41.69,24.77,16.92,1631,37.09,48.68,7.36,3.07,3.07,0.74,0.0,3.19,0.18,0.18,0.0,3.0,1.78,1.23,96.81,1.99,0.3799,9.19,3.0,6.19,90.81,72.38,18.43
2018,42055,Franklin County,pa,772.8207,99.92,0.08,153751,199.1018,49.11,50.89,22.64,19.48,39.07,18.81,92.91,3.83,0.15,0.82,0.01,0.45,1.84,25.99,55.15,1.78,6.36,10.72,60210,70.03,54.98,15.04,4.63,10.41,29.97,14.64,15.33,60210,25.51,37.61,15.45,12.38,5.31,2.38,1.36,6.77,0.11,0.04,0.06,6.67,3.38,3.29,93.23,2.52,0.4138,10.36,5.0,5.36,89.64,70.67,18.97
2018,42057,Fulton County,pa,438.0554,99.88,0.12,14506,33.15268,50.74,49.26,20.32,18.28,40.77,20.63,96.37,2.13,0.25,0.3,0.0,0.1,0.85,25.15,56.53,1.23,7.31,9.78,5950,67.7,54.03,13.66,4.76,8.91,32.3,17.31,14.99,5950,27.88,38.49,16.55,10.07,4.69,1.46,0.86,5.92,0.1,0.05,0.05,5.82,3.56,2.25,94.08,2.43,0.4075,9.18,4.06,5.12,90.82,70.06,20.76
2018,42059,Greene County,pa,577.9775,99.65,0.35,37144,64.49181999999999,51.97,48.03,19.33,22.19,40.52,17.96,94.18,3.28,0.09,0.33,0.02,0.3,1.8,30.42,49.28,2.1,7.32,10.89,14211,66.52,50.97,15.54,5.09,10.46,33.48,15.85,17.63,14211,27.88,39.05,13.78,12.04,4.14,2.15,0.96,6.37,0.25,0.18,0.07,6.12,3.47,2.65,93.63,2.37,0.4402,9.22,3.89,5.33,90.78,73.83,16.95
2018,42061,Huntingdon County,pa,889.2664,98.36,1.64,45421,51.93039,52.95,47.05,18.47,21.37,40.18,19.97,91.67,5.47,0.11,0.53,0.02,0.47,1.73,30.56,51.43,1.73,6.64,9.64,16808,68.88,55.63,13.25,4.52,8.73,31.12,14.39,16.72,16808,25.96,39.04,16.18,11.26,4.85,1.78,0.92,6.21,0.06,0.03,0.03,6.15,3.21,2.95,93.79,2.38,0.4098,9.71,4.54,5.17,90.29,70.96,19.33
2018,42063,Indiana County,pa,834.2828,99.18,0.82,85755,103.635,49.95,50.05,18.16,27.22,36.41,18.21,94.65,2.26,0.24,0.98,0.02,0.28,1.56,34.53,49.27,1.72,6.14,8.34,33892,63.55,51.05,12.49,4.47,8.02,36.45,17.6,18.85,33892,28.34,39.73,14.23,9.65,4.97,1.68,1.41,6.01,0.07,0.04,0.03,5.94,3.39,2.55,93.99,2.36,0.4557,7.77,2.97,4.79,92.23,74.77,17.46
2018,42065,Jefferson County,pa,656.8007,99.33,0.67,44084,67.56878,49.65,50.35,21.22,19.09,39.59,20.1,97.92,0.53,0.18,0.29,0.05,0.11,0.92,24.85,54.69,2.1,7.22,11.15,18465,66.44,51.99,14.45,5.56,8.9,33.56,14.83,18.73,18465,28.97,37.41,14.86,11.36,4.86,1.15,1.39,6.88,0.1,0.03,0.07,6.77,3.42,3.36,93.12,2.35,0.4206,9.07,3.91,5.16,90.93,70.57,20.36
2018,42067,Juniata County,pa,393.515,99.45,0.55,24562,62.76217,49.82,50.18,22.69,18.44,39.45,19.42,96.67,1.04,0.0,0.5,0.0,1.12,0.66,24.28,55.62,2.0,8.62,9.49,9404,69.64,56.03,13.61,6.34,7.27,30.36,14.49,15.87,9404,25.49,35.2,17.1,12.28,5.18,2.37,2.38,7.73,0.05,0.03,0.02,7.68,3.83,3.85,92.27,2.58,0.4004,8.01,3.13,4.88,91.99,71.74,20.24
2018,42069,Lackawanna County,pa,464.9109,98.68,1.32,211454,460.9121,48.46,51.54,20.33,21.51,38.87,19.28,91.61,2.84,0.06,2.65,0.02,0.76,2.06,34.01,45.47,1.93,8.04,10.54,86628,60.63,43.48,17.16,5.42,11.74,39.37,17.76,21.61,86628,32.85,33.58,14.93,11.05,4.6,1.95,1.05,7.44,0.24,0.1,0.14,7.2,3.65,3.55,92.56,2.35,0.4611,8.34,3.36,4.98,91.66,72.42,19.24
2018,42071,Lancaster County,pa,983.8,95.94,4.06,538347,570.3637,48.98,51.02,23.8,22.11,36.93,17.15,88.5,4.28,0.16,2.17,0.02,2.75,2.12,29.2,54.75,1.72,6.01,8.33,199889,69.99,56.44,13.55,3.95,9.6,30.01,13.59,16.41,199889,24.01,37.48,14.79,13.06,5.89,2.39,2.37,6.01,0.36,0.21,0.15,5.64,2.85,2.79,93.99,2.63,0.4274,7.22,2.99,4.22,92.78,74.49,18.29
2018,42073,Lawrence County,pa,362.7153,98.75,1.25,87382,243.9609,48.43,51.57,19.99,18.94,40.0,21.07,93.16,3.67,0.1,0.49,0.0,0.37,2.23,27.72,51.4,2.05,8.22,10.61,36907,66.21,48.91,17.3,5.52,11.79,33.79,15.63,18.15,36907,29.5,36.68,14.84,11.44,5.01,1.74,0.78,6.12,0.11,0.03,0.08,6.0,3.66,2.34,93.88,2.31,0.4624,8.95,3.45,5.49,91.05,70.21,20.85
2018,42075,Lebanon County,pa,362.5002,99.81,0.19,138674,383.2833,49.04,50.96,22.94,20.11,38.16,18.8,87.1,2.4,0.07,1.4,0.04,7.24,1.74,27.65,52.77,1.91,6.78,10.88,53281,69.36,52.58,16.78,5.26,11.52,30.64,14.1,16.54,53281,25.42,37.4,15.64,12.2,5.45,2.41,1.48,7.3,0.19,0.08,0.11,7.11,3.49,3.62,92.7,2.54,0.4034,8.94,3.87,5.07,91.06,71.69,19.38
2018,42077,Lehigh County,pa,348.2185,99.13,0.87,362613,1050.434,48.83,51.17,22.75,22.17,38.89,16.19,78.48,6.98,0.32,3.35,0.04,7.38,3.45,33.03,48.0,2.55,6.34,10.08,138008,67.13,48.25,18.88,5.29,13.59,32.87,15.36,17.51,138008,26.53,33.79,15.94,13.71,6.37,2.43,1.23,8.15,0.4,0.22,0.17,7.75,3.88,3.88,91.85,2.56,0.4531,6.75,2.86,3.89,93.25,76.17,17.08
2018,42079,Luzerne County,pa,906.2645,98.24,1.76,317884,357.0345,49.38,50.62,19.66,21.35,39.62,19.37,88.67,4.61,0.21,1.24,0.06,3.33,1.89,33.61,45.7,2.15,8.15,10.4,128054,63.48,44.72,18.76,5.51,13.25,36.52,16.54,19.98,128054,31.37,34.23,15.75,11.44,4.57,1.64,1.01,6.57,0.12,0.06,0.06,6.44,3.27,3.18,93.43,2.39,0.4478,8.65,3.55,5.1,91.35,72.33,19.02
2018,42081,Lycoming County,pa,1243.835,98.79,1.21,114859,93.47616,49.15,50.85,20.59,22.32,38.6,18.5,91.88,4.8,0.16,0.71,0.02,0.55,1.89,30.23,49.98,2.47,6.54,10.78,45897,65.1,49.73,15.37,5.05,10.32,34.9,17.13,17.77,45897,28.95,37.87,13.96,11.96,5.31,1.3,0.66,7.55,0.37,0.18,0.19,7.18,3.71,3.47,92.45,2.37,0.423,9.73,5.0,4.73,90.27,71.7,18.57
2018,42083,McKean County,pa,984.2195,99.49,0.51,41806,42.69485,51.5,48.5,20.03,20.9,40.55,18.51,94.48,2.49,0.07,0.44,0.04,0.78,1.7,30.32,47.23,2.77,7.53,12.15,17169,62.94,46.17,16.77,5.82,10.94,37.06,18.43,18.63,17169,29.98,36.48,16.28,10.8,3.73,1.73,1.0,8.33,0.13,0.12,0.01,8.2,4.54,3.65,91.67,2.26,0.4475,10.24,4.74,5.5,89.76,72.11,17.65
2018,42085,Mercer County,pa,682.6060000000001,98.53,1.47,112630,167.4591,49.32,50.68,19.82,20.18,39.29,20.71,91.23,5.67,0.11,0.69,0.0,0.3,2.0,28.78,48.67,2.07,8.79,11.69,46028,64.58,48.17,16.41,4.76,11.65,35.42,16.27,19.15,46028,30.11,36.63,14.44,11.74,4.54,1.36,1.17,6.5,0.1,0.03,0.07,6.4,3.58,2.82,93.5,2.29,0.4381,9.95,3.95,6.01,90.05,70.22,19.83
2018,42087,Mifflin County,pa,414.7161,99.11,0.89,46362,112.7905,49.06,50.94,22.54,18.49,38.19,20.78,96.88,0.79,0.16,0.19,0.06,0.49,1.43,25.45,54.65,1.98,7.61,10.31,19094,68.32,52.29,16.03,4.94,11.09,31.68,16.28,15.4,19094,25.94,39.48,15.36,10.87,4.71,1.94,1.7,8.03,0.19,0.07,0.12,7.84,4.68,3.16,91.97,2.39,0.4144,10.47,4.44,6.03,89.53,68.74,20.79
2018,42089,Monroe County,pa,617.0887,98.57,1.43,167586,275.5184,49.46,50.54,20.16,21.84,41.74,16.26,76.74,14.41,0.34,2.41,0.04,3.09,2.97,33.92,48.24,2.52,6.07,9.25,56770,70.9,55.2,15.7,4.44,11.26,29.1,14.43,14.67,56770,23.57,35.58,16.97,13.37,6.4,2.63,1.48,5.69,0.33,0.17,0.16,5.36,2.34,3.02,94.31,2.91,0.4147,8.18,3.94,4.24,91.82,75.69,16.13
2018,42091,Montgomery County,pa,487.2115,99.13,0.87,821301,1700.5639999999999,48.63,51.37,21.78,20.54,40.68,17.0,79.42,9.08,0.13,7.48,0.03,1.34,2.53,29.81,54.38,1.41,6.08,8.31,313949,68.9,55.59,13.31,3.75,9.57,31.1,13.19,17.91,313949,25.81,34.0,16.3,15.09,5.97,1.84,0.98,5.18,0.24,0.07,0.17,4.95,2.38,2.57,94.82,2.55,0.4667,6.37,2.45,3.92,93.63,75.81,17.82
2018,42093,Montour County,pa,132.3304,98.42,1.58,18294,140.4612,48.35,51.65,20.12,20.26,39.19,20.43,92.44,1.77,0.03,4.73,0.0,0.09,0.93,29.96,49.94,0.89,7.91,11.31,7482,62.42,48.29,14.13,4.33,9.8,37.58,16.11,21.48,7482,31.74,37.04,13.54,11.28,4.28,1.15,0.98,7.15,0.56,0.09,0.47,6.59,2.98,3.61,92.85,2.34,0.4823,9.92,4.44,5.48,90.08,69.98,20.1
2018,42095,Northampton County,pa,377.1462,98.01,1.99,301778,816.3982,49.16,50.84,20.23,21.71,39.85,18.21,86.12,5.52,0.28,2.75,0.04,1.83,3.47,31.54,50.51,2.02,6.58,9.34,114123,68.48,53.06,15.42,4.53,10.89,31.52,14.36,17.16,114123,25.33,36.39,16.42,12.78,6.01,2.13,0.95,6.68,0.29,0.16,0.13,6.39,3.27,3.12,93.32,2.55,0.4392,7.72,3.22,4.5,92.28,73.95,18.33
2018,42097,Northumberland County,pa,477.5279,95.91,4.09,92325,201.5822,50.41,49.59,19.75,19.28,40.51,20.45,94.79,2.67,0.27,0.34,0.08,0.52,1.32,28.35,50.57,2.1,8.28,10.7,39132,64.09,47.99,16.09,5.77,10.33,35.91,16.74,19.18,39132,30.1,37.31,15.01,10.41,4.41,1.64,1.13,8.09,0.19,0.11,0.08,7.9,4.31,3.58,91.91,2.25,0.4366,9.36,4.43,4.92,90.64,70.06,20.58
2018,42099,Perry County,pa,555.5369999999999,99.26,0.74,45924,83.27888,50.48,49.52,21.69,19.06,41.83,17.42,97.05,0.93,0.19,0.4,0.0,0.36,1.07,23.74,57.48,1.7,6.33,10.74,18091,70.48,57.85,12.63,3.99,8.63,29.52,14.76,14.76,18091,25.06,36.96,16.33,13.03,4.43,1.86,2.33,6.5,0.32,0.11,0.21,6.18,3.36,2.82,93.5,2.5,0.3919,9.66,5.23,4.43,90.34,72.51,17.84
2018,42101,Philadelphia County,pa,142.6987,94.07,5.93,1575522,11737.23,47.32,52.68,21.98,29.14,35.7,13.17,41.19,42.27,0.37,7.15,0.05,5.94,3.03,50.84,30.16,3.43,6.24,9.32,594778,54.04,28.12,25.92,5.69,20.23,45.96,20.66,25.31,594778,37.91,29.04,14.74,10.36,4.75,1.95,1.24,6.85,0.49,0.24,0.26,6.36,3.17,3.19,93.15,2.57,0.5155,4.85,2.33,2.52,95.15,80.78,14.37
2018,42103,Pike County,pa,566.8495,96.14,3.86,55498,101.8386,50.58,49.42,18.6,16.98,42.99,21.44,89.06,6.19,0.13,1.52,0.05,1.28,1.76,26.78,55.89,1.57,7.29,8.48,21871,70.6,56.85,13.75,5.22,8.53,29.4,15.23,14.16,21871,24.98,37.48,15.16,13.73,4.39,3.12,1.13,5.52,0.32,0.21,0.11,5.19,3.28,1.91,94.48,2.52,0.4361,9.27,3.24,6.03,90.73,70.38,20.35
2018,42105,Potter County,pa,1081.539,99.98,0.02,16937,15.663229999999999,50.04,49.96,20.96,16.96,39.29,22.79,97.3,0.4,0.23,0.34,0.0,0.22,1.5,24.98,52.13,1.48,9.95,11.47,6523,66.23,52.72,13.51,3.66,9.84,33.77,16.56,17.22,6523,29.13,42.62,12.34,9.72,3.71,1.84,0.64,4.77,0.12,0.0,0.12,4.65,2.76,1.89,95.23,2.55,0.4306,11.39,5.32,6.07,88.61,65.84,22.77
